v,h
7.273211,46m
6.704838,46m
6.907967,46m
7.577904,46m
7.139478,46m
7.73939,46m
8.244062,46m
8.088875,46m
8.725404,46m
9.064783,46m
8.404934,46m
7.438493,46m
8.596072,46m
7.65992,46m
8.931044,46m
7.996148,46m
7.544473,46m
7.877544,46m
7.998673,46m
8.237127,46m
8.454132,46m
8.23334,46m
6.850559,46m
7.492114,46m
7.351431,46m
7.147048,46m
6.739538,46m
7.12497,46m
7.01331,46m
7.257444,46m
7.313587,46m
7.695869,46m
8.287595,46m
8.368345,46m
8.500813,46m
7.59999,46m
7.022149,46m
6.62535,46m
7.069458,46m
7.30286,46m
6.569843,46m
5.971174,46m
5.559872,46m
5.654495,46m
5.703072,46m
6.311195,46m
6.589396,46m
6.198282,46m
5.962976,46m
5.816626,46m
5.504987,46m
5.294925,46m
4.831257,46m
4.754295,46m
4.108322,46m
3.950614,46m
4.577663,46m
5.940892,46m
5.096843,46m
4.918316,46m
5.287983,46m
5.045113,46m
5.116396,46m
5.720106,46m
6.60264,46m
7.58547,46m
7.806256,46m
6.532622,46m
6.306782,46m
6.13373,46m
5.822934,46m
5.267793,46m
6.126991,46m
6.7307,46m
7.153989,46m
6.957798,46m
6.911118,46m
6.821543,46m
5.434966,46m
4.936602,46m
5.253918,46m
5.69424,46m
6.257583,46m
6.460078,46m
6.341476,46m
6.603271,46m
6.419069,46m
5.580057,46m
5.441905,46m
5.434968,46m
4.848296,46m
4.82179,46m
4.612986,46m
5.549152,46m
6.066435,46m
6.25884,46m
6.732597,46m
6.731966,46m
6.556592,46m
6.410865,46m
6.163585,46m
5.149827,46m
5.260854,46m
5.978747,46m
6.742689,46m
5.642515,46m
5.657021,46m
5.856365,46m
5.240673,46m
5.610968,46m
6.10618,46m
6.818392,46m
6.162951,46m
7.010788,46m
7.753278,46m
8.218198,46m
8.095189,46m
7.85105,46m
9.134175,46m
10.43937,46m
8.926625,46m
10.19144,46m
10.59581,46m
9.242673,46m
9.269164,46m
9.444543,46m
10.8166,46m
10.03436,46m
10.9005,46m
11.47329,46m
10.48983,46m
10.35104,46m
9.86279,46m
10.13404,46m
10.44061,46m
11.03614,46m
10.84688,46m
10.50371,46m
7.107312,46m
9.856465,46m
11.414,46m
11.74581,46m
11.23358,46m
11.45563,46m
11.68967,46m
12.24291,46m
11.10868,46m
10.60527,46m
10.32581,46m
10.24444,46m
10.3889,46m
11.19762,46m
9.519605,46m
9.210504,46m
9.117761,46m
10.55858,46m
10.03058,46m
11.10868,46m
9.106415,46m
10.2337,46m
11.03802,46m
9.098836,46m
9.064149,46m
8.216937,46m
9.962449,46m
9.870977,46m
9.869081,46m
9.773832,46m
8.450348,46m
9.146781,46m
9.079919,46m
9.198517,46m
9.879181,46m
9.165086,46m
6.962849,46m
8.231453,46m
8.223881,46m
7.741282,46m
6.010286,46m
6.772333,46m
7.352077,46m
7.081443,46m
6.238654,46m
5.957926,46m
6.292269,46m
5.648823,46m
6.460709,46m
6.415913,46m
6.367339,46m
6.991867,46m
6.431689,46m
6.106174,46m
5.539685,46m
6.549018,46m
5.415415,46m
5.280413,46m
6.135823,46m
6.833525,46m
6.972309,46m
6.850559,46m
7.420195,46m
6.723132,46m
6.309935,46m
7.630254,46m
9.586474,46m
10.64562,46m
10.45322,46m
10.24445,46m
9.465362,46m
6.285967,46m
5.73461,46m
5.553563,46m
5.101891,46m
4.336329,46m
6.005243,46m
6.604536,46m
5.580691,46m
5.608442,46m
5.704974,46m
6.041205,46m
5.310062,46m
4.713296,46m
5.429298,46m
6.334529,46m
6.653105,46m
6.954653,46m
6.982399,46m
7.071377,46m
7.026547,46m
7.741272,46m
7.675691,46m
7.88888,46m
7.31803,46m
8.35445,46m
8.09516,46m
8.55252,46m
8.015077,46m
7.640987,46m
7.27198,46m
7.179871,46m
7.13508,46m
6.968516,46m
6.349671,46m
6.965376,46m
6.304266,46m
6.526302,46m
6.676429,46m
7.676948,46m
6.405818,46m
6.001451,46m
5.671522,46m
5.760478,46m
5.375052,46m
5.884135,46m
5.22176,46m
4.39788,46m
3.294539,46m
3.058608,46m
3.609962,46m
3.775869,46m
4.370749,46m
4.586491,46m
4.710767,46m
3.782179,46m
3.666734,46m
4.012437,46m
3.305263,46m
3.464233,46m
2.969027,46m
2.898376,46m
2.77473,46m
2.493383,46m
2.76401,46m
2.858634,46m
2.870617,46m
3.225144,46m
2.125608,46m
2.210767,46m
1.9414,46m
2.526185,46m
2.390555,46m
2.694612,46m
2.794289,46m
2.573498,46m
2.516718,46m
1.556595,46m
0.8771874,46m
1.577412,46m
1.831007,46m
2.477608,46m
2.475714,46m
1.330754,46m
2.545741,46m
3.103396,46m
5.094948,46m
5.426764,46m
4.94796,46m
4.852707,46m
4.354344,46m
4.473574,46m
5.347279,46m
4.795297,46m
5.164966,46m
4.128507,46m
3.345007,46m
4.341731,46m
4.466634,46m
4.854601,46m
4.615515,46m
4.929038,46m
5.22805,46m
5.73524,46m
4.978875,46m
4.958689,46m
4.771327,46m
5.098099,46m
5.297445,46m
5.096206,46m
5.4621,46m
5.053939,46m
5.908724,46m
4.910116,46m
5.040693,46m
5.525175,46m
5.400902,46m
5.381968,46m
5.467772,46m
6.00021,46m
6.0431,46m
6.173671,46m
6.462593,46m
6.33643,46m
6.988083,46m
7.001306,46m
6.704181,46m
6.772942,46m
4.984557,46m
4.987701,46m
5.525798,46m
5.068447,46m
4.881721,46m
4.46095,46m
4.164484,46m
4.071749,46m
4.107071,46m
4.151238,46m
3.482522,46m
2.922979,46m
2.690195,46m
2.529959,46m
2.288992,46m
2.777886,46m
2.766531,46m
2.858007,46m
3.064917,46m
2.981021,46m
2.883874,46m
2.769697,46m
3.064289,46m
3.247226,46m
3.170902,46m
3.321023,46m
3.949986,46m
4.599736,46m
4.551147,46m
4.862799,46m
5.143553,46m
5.255167,46m
6.108067,46m
6.347164,46m
6.201446,46m
6.450616,46m
6.282202,46m
6.509263,46m
6.184423,46m
6.101773,46m
6.295425,46m
6.510533,46m
6.284086,46m
6.248756,46m
6.386267,46m
6.50612,46m
6.56605,46m
6.745833,46m
6.702313,46m
6.820907,46m
6.63607,46m
6.740794,46m
7.232846,46m
7.144528,46m
6.593177,46m
6.51432,46m
6.663198,46m
6.755933,46m
6.663201,46m
6.764764,46m
6.559118,46m
6.083462,46m
6.021644,46m
5.330881,46m
5.409736,46m
6.07905,46m
6.349675,46m
6.625984,46m
6.549026,46m
5.921968,46m
5.610338,46m
5.669003,46m
5.594568,46m
5.713168,46m
5.412887,46m
5.226163,46m
7.067565,46m
7.077027,46m
6.578036,46m
6.993127,46m
6.610843,46m
6.646802,46m
7.200039,46m
6.852449,46m
6.872638,46m
7.114237,46m
7.561503,46m
6.639858,46m
6.429791,46m
7.726785,46m
6.116269,46m
6.814602,46m
6.934462,46m
6.272712,46m
7.244824,46m
7.06693,46m
7.666856,46m
7.109831,46m
6.408342,46m
5.949102,46m
6.635445,46m
5.277887,46m
6.164842,46m
6.378066,46m
6.73133,46m
6.212787,46m
6.777387,46m
7.292777,46m
6.940765,46m
6.897236,46m
5.397746,46m
5.918186,46m
7.030982,46m
6.795043,46m
6.142136,46m
6.325698,46m
6.257573,46m
5.974961,46m
5.555458,46m
5.912507,46m
5.73272,46m
5.422348,46m
6.726281,46m
6.241803,46m
6.569212,46m
5.95919,46m
4.535397,46m
5.546627,46m
5.619802,46m
5.348543,46m
5.013571,46m
5.142262,46m
5.308802,46m
5.606551,46m
5.744079,46m
5.904942,46m
6.21342,46m
5.78445,46m
4.300724,46m
5.503733,46m
5.334672,46m
5.305018,46m
6.056977,46m
5.862676,46m
6.233608,46m
6.074006,46m
6.197645,46m
6.094835,46m
6.481514,46m
6.721243,46m
6.788104,46m
6.485942,46m
6.40393,46m
6.831633,46m
7.677566,46m
8.256672,46m
8.165843,46m
8.025158,46m
8.31344,46m
8.462321,46m
8.592278,46m
8.861663,46m
8.738639,46m
8.603004,46m
8.536124,46m
8.152386,46m
8.221348,46m
8.182879,46m
7.963342,46m
8.305247,46m
8.310933,46m
8.116638,46m
7.349558,46m
7.382986,46m
7.587999,46m
7.725523,46m
7.646042,46m
7.778511,46m
7.70092,46m
7.413257,46m
7.247982,46m
7.106048,46m
7.148936,46m
7.647303,46m
7.606927,46m
7.555829,46m
7.65108,46m
7.716689,46m
7.881336,46m
7.810048,46m
8.145017,46m
8.358872,46m
8.292624,46m
8.146277,46m
7.77914,46m
7.397492,46m
7.321164,46m
6.862548,46m
7.189318,46m
7.174177,46m
6.924368,46m
7.353966,46m
7.79364,46m
8.300833,46m
8.191696,46m
8.227041,46m
7.973435,46m
8.050396,46m
7.774096,46m
7.625857,46m
7.258699,46m
7.066936,46m
7.180488,46m
7.663072,46m
6.922475,46m
7.957036,46m
7.1256,46m
7.854846,46m
7.204458,46m
7.981641,46m
7.784194,46m
6.80073,46m
6.993756,46m
7.477604,46m
6.251897,46m
7.081442,46m
6.781166,46m
7.606297,46m
7.201303,46m
8.036518,46m
7.682622,46m
7.60251,46m
8.295157,46m
8.004986,46m
7.174173,46m
7.71732,46m
7.280155,46m
7.736876,46m
7.378567,46m
7.261857,46m
6.245587,46m
6.49477,46m
6.129521,46m
6.310567,46m
5.963613,46m
6.041831,46m
5.377563,46m
5.940896,46m
4.92399,46m
5.71821,46m
4.818009,46m
5.286719,46m
4.821164,46m
5.133427,46m
5.278522,46m
4.737893,46m
4.661564,46m
4.731589,46m
4.895607,46m
4.904435,46m
5.069712,46m
6.101767,46m
5.853839,46m
5.349809,46m
6.10933,46m
5.380085,46m
5.159291,46m
4.683011,46m
5.258331,46m
5.545359,46m
5.245086,46m
4.069839,46m
4.849551,46m
4.909479,46m
4.875413,46m
4.751142,46m
4.338574,46m
4.737894,46m
5.631156,46m
5.942156,46m
5.838702,46m
5.810312,46m
5.139112,46m
4.372645,46m
4.421205,46m
4.493765,46m
5.214806,46m
5.491737,46m
6.332642,46m
6.375542,46m
5.441907,46m
5.979378,46m
6.7471,46m
7.326205,46m
8.214406,46m
8.540548,46m
8.118532,46m
8.360124,46m
8.673666,46m
8.777108,46m
8.584081,46m
8.601114,46m
8.334259,46m
7.951359,46m
7.498428,46m
7.011426,46m
6.889669,46m
7.461195,46m
7.46184,46m
7.018798,46m
6.946445,46m
7.285216,46m
7.579167,46m
8.136179,46m
8.886891,46m
9.028192,46m
9.285586,46m
9.606038,46m
9.932167,46m
10.23181,46m
9.920814,46m
9.484916,46m
8.784686,46m
9.221866,46m
9.433185,46m
9.554935,46m
9.346134,46m
9.137335,46m
9.904423,46m
9.440768,46m
9.19915,46m
9.160044,46m
8.568936,46m
8.490714,46m
7.43282,46m
8.118523,46m
8.307764,46m
8.169626,46m
7.20572,46m
6.735749,46m
7.293416,46m
7.218336,46m
7.441021,46m
7.668733,46m
7.857985,46m
7.290887,46m
7.292143,46m
7.270693,46m
7.232844,46m
7.587359,46m
7.36469,46m
7.144526,46m
7.913509,46m
7.529963,46m
7.37289,46m
6.979246,46m
6.886517,46m
5.871504,46m
6.118795,46m
5.947201,46m
6.240541,46m
5.575014,46m
5.559235,46m
5.205345,46m
4.945438,46m
4.838196,46m
5.085486,46m
5.0981,46m
5.068455,46m
4.705088,46m
4.702568,46m
4.778899,46m
5.45515,46m
4.605422,46m
4.893711,46m
5.627999,46m
6.014076,46m
5.735872,46m
6.890931,46m
6.524421,46m
6.027945,46m
6.194495,46m
6.665093,46m
6.063912,46m
6.350307,46m
6.569842,46m
6.724391,46m
6.47584,46m
6.165476,46m
6.085356,46m
5.176324,46m
5.308803,46m
5.804636,46m
4.806654,46m
5.236884,46m
6.610211,46m
6.560375,46m
6.32697,46m
5.773098,46m
5.890429,46m
5.105036,46m
5.247611,46m
4.216825,46m
5.259595,46m
5.112612,46m
4.472314,46m
4.361916,46m
5.167495,46m
6.332646,46m
5.256441,46m
8.122942,46m
7.499685,46m
6.31246,46m
6.51622,46m
6.602642,46m
6.355984,46m
5.751018,46m
4.509534,46m
4.953004,46m
5.083593,46m
4.850813,46m
5.638727,46m
5.367469,46m
4.766914,46m
5.012314,46m
5.01169,46m
4.655873,46m
4.074899,46m
3.528574,46m
4.152482,46m
5.005378,46m
5.214195,46m
5.619786,46m
5.649431,46m
5.347304,46m
4.800971,46m
5.002235,46m
4.85523,46m
5.767423,46m
6.253162,46m
6.472052,46m
6.664455,46m
6.789344,46m
6.833512,46m
7.152737,46m
7.953862,46m
8.285061,46m
8.435815,46m
8.578394,46m
8.235862,46m
7.638474,46m
7.038543,46m
7.36974,46m
7.467045,46m
7.862405,46m
8.069953,46m
7.777882,46m
7.636572,46m
7.73183,46m
8.331109,46m
8.08194,46m
7.142642,46m
7.068193,46m
6.648062,46m
6.868226,46m
6.877687,46m
6.89598,46m
7.598088,46m
8.454764,46m
8.246586,46m
7.951988,46m
8.40682,46m
9.001075,46m
9.303244,46m
9.331627,46m
9.184637,46m
9.278634,46m
9.618649,46m
9.7751,46m
9.761222,46m
9.046488,46m
8.758198,46m
8.802354,46m
7.977224,46m
7.729941,46m
7.613865,46m
6.369864,46m
6.724394,46m
7.623957,46m
7.968393,46m
8.143764,46m
8.212528,46m
8.221353,46m
8.015071,46m
8.28697,46m
7.979746,46m
7.162818,46m
7.337559,46m
7.111721,46m
7.145156,46m
7.564025,46m
7.09784,46m
6.854972,46m
6.894092,46m
6.827221,46m
6.575517,46m
8.106542,46m
7.828974,46m
6.174935,46m
7.212025,46m
7.251143,46m
6.354721,46m
7.577277,46m
6.569209,46m
7.042329,46m
6.955276,46m
6.236128,46m
7.962081,46m
7.451118,46m
7.294664,46m
6.378697,46m
7.86305,46m
7.469411,46m
7.709745,46m
8.146291,46m
7.097214,46m
6.588135,46m
6.891562,46m
6.814603,46m
5.66396,46m
7.671264,46m
8.356359,46m
8.590396,46m
8.365819,46m
7.700288,46m
7.711016,46m
8.072474,46m
8.23271,46m
7.485806,46m
7.841588,46m
8.186654,46m
7.854841,46m
7.427769,46m
7.379193,46m
7.336298,46m
8.553808,46m
8.040944,46m
7.862412,46m
6.766661,46m
6.402664,46m
7.11487,46m
6.732594,46m
7.321157,46m
7.37289,46m
6.42033,46m
6.306158,46m
6.496036,46m
6.436099,46m
6.716194,46m
6.723127,46m
6.28407,46m
6.046878,46m
6.075265,46m
6.559743,46m
6.250009,46m
5.831766,46m
5.970543,46m
5.81914,46m
6.194494,46m
6.726286,46m
6.661307,46m
6.094187,46m
6.386896,46m
6.692224,46m
6.40456,46m
6.318765,46m
5.791389,46m
5.561759,46m
5.896111,46m
5.996419,46m
6.241179,46m
6.437992,46m
6.418438,46m
6.074634,46m
5.907462,46m
6.57804,46m
7.41137,46m
7.278902,46m
6.946454,46m
6.607051,46m
6.07463,46m
6.744578,46m
6.966632,46m
6.87264,46m
7.380465,46m
7.388026,46m
7.816995,46m
7.979945,46m
8.07563,46m
8.338681,46m
8.042193,46m
7.136961,46m
7.254291,46m
7.248618,46m
7.147685,46m
7.236,46m
7.538796,46m
7.898372,46m
7.986055,46m
7.958297,46m
7.538795,46m
7.659918,46m
7.873133,46m
7.73561,46m
7.840331,46m
8.051661,46m
7.685151,46m
7.595568,46m
7.9053,46m
7.529333,46m
7.638477,46m
7.130653,46m
6.924366,46m
6.846776,46m
6.93509,46m
6.599483,46m
6.528837,46m
6.812077,46m
7.600604,46m
7.958926,46m
7.307283,46m
7.030976,46m
7.22086,46m
7.06883,46m
7.454266,46m
7.051795,46m
6.653105,46m
6.885258,46m
7.073241,46m
7.449852,46m
6.808291,46m
5.974965,46m
5.040066,46m
5.604661,46m
6.475216,46m
6.931305,46m
5.450109,46m
5.520761,46m
6.191964,46m
6.889667,46m
7.143262,46m
6.578043,46m
5.795804,46m
6.215941,46m
5.909355,46m
4.993382,46m
5.635572,46m
5.962973,46m
5.128377,46m
4.468527,46m
4.15942,46m
3.93105,46m
4.188432,46m
4.322181,46m
4.078041,46m
3.970801,46m
2.92424,46m
3.305894,46m
5.420458,46m
6.007137,46m
5.691086,46m
5.817884,46m
6.672671,46m
7.371625,46m
7.68767,46m
7.205085,46m
7.286461,46m
7.69587,46m
7.551409,46m
8.380324,46m
8.55633,46m
7.734354,46m
8.842105,46m
6.911119,46m
6.432319,46m
6.287852,46m
6.227294,46m
5.602766,46m
5.716321,46m
5.95225,46m
6.26956,46m
6.622827,46m
5.843119,46m
5.898633,46m
6.4115,46m
6.552804,46m
5.886646,46m
6.058859,46m
6.492247,46m
6.935089,46m
7.258073,46m
5.487327,46m
6.423488,46m
5.892955,46m
6.698529,46m
6.420332,46m
6.375541,46m
6.444301,46m
6.315611,46m
6.369863,46m
6.331381,46m
5.723261,46m
5.368101,46m
6.114377,46m
5.935221,46m
5.98947,46m
6.385005,46m
6.02669,46m
5.296181,46m
4.859646,46m
5.566179,46m
5.736505,46m
5.332771,46m
5.315106,46m
5.403427,46m
4.845767,46m
5.113872,46m
5.236885,46m
5.875917,46m
5.677842,46m
5.664593,46m
5.314476,46m
5.708748,46m
6.041829,46m
5.677207,46m
6.021643,46m
5.223634,46m
5.146049,46m
5.115133,46m
5.475971,46m
4.706982,46m
4.586761,46m
4.424999,46m
5.85321,46m
5.881598,46m
6.323815,46m
5.032497,46m
5.029347,46m
5.322682,46m
5.655132,46m
6.041828,46m
5.551046,46m
6.128253,46m
6.499181,46m
6.509278,46m
5.960453,46m
4.604158,46m
5.460834,46m
6.100502,46m
5.512559,46m
5.897371,46m
4.981401,46m
4.85838,46m
5.505625,46m
6.774858,46m
6.47963,46m
6.610209,46m
6.919316,46m
6.073373,46m
6.260097,46m
6.871382,46m
6.229184,46m
5.381977,46m
5.605927,46m
5.823563,46m
5.610338,46m
5.416043,46m
4.568197,46m
4.404183,46m
4.137339,46m
3.649701,46m
4.166358,46m
3.646545,46m
3.962593,46m
4.267296,46m
2.299718,46m
3.009399,46m
4.836928,46m
4.657145,46m
4.238273,46m
5.51319,46m
6.227928,46m
6.538929,46m
6.219727,46m
5.06214,46m
5.638728,46m
4.990863,46m
4.978872,46m
5.043849,46m
5.039434,46m
5.053946,46m
5.226791,46m
5.839962,46m
5.590151,46m
5.072237,46m
4.770699,46m
4.910119,46m
5.491111,46m
5.644401,46m
6.526945,46m
6.99439,46m
7.259343,46m
6.657521,46m
5.947205,46m
6.723758,46m
7.461197,46m
7.783553,46m
7.940006,46m
6.760986,46m
6.191965,46m
6.689064,46m
7.881959,46m
6.811449,46m
7.632156,46m
6.90418,46m
7.241043,46m
7.230321,46m
7.95704,46m
8.076889,46m
7.058103,46m
7.488962,46m
8.14439,46m
7.480754,46m
7.03161,46m
8.163326,46m
8.122939,46m
6.663199,46m
6.952754,46m
6.880203,46m
6.861285,46m
7.832768,46m
7.087124,46m
6.572992,46m
6.335797,46m
7.098475,46m
6.470798,46m
7.202564,46m
6.643019,46m
6.53199,46m
7.50284,46m
7.307909,46m
7.573493,46m
8.539294,46m
8.679968,46m
10.10754,46m
9.763741,46m
9.870982,46m
9.639468,46m
9.670373,46m
7.543214,46m
6.742056,46m
6.576775,46m
7.256816,46m
7.594312,46m
6.906706,46m
6.10933,46m
6.509904,46m
7.109199,46m
7.399392,46m
6.502339,46m
7.40064,46m
7.629007,46m
7.952624,46m
7.522396,46m
6.657527,46m
5.942158,46m
5.868352,46m
5.723887,46m
5.962346,46m
6.676449,46m
7.357751,46m
7.217701,46m
7.83402,46m
7.829604,46m
7.32305,46m
7.5241,46m
8.279393,46m
8.005614,46m
7.929911,46m
8.187289,46m
8.251637,46m
8.126094,46m
7.523662,46m
6.408975,46m
6.911748,46m
7.181115,46m
7.608186,46m
8.151332,46m
8.093927,46m
8.085729,46m
8.572728,46m
7.957037,46m
6.830375,46m
7.054945,46m
6.694113,46m
7.507884,46m
8.322289,46m
9.773205,46m
9.790236,46m
9.974441,46m
10.03563,46m
9.655238,46m
10.0432,46m
10.53588,46m
9.125343,46m
9.055318,46m
8.71151,46m
8.162685,46m
7.726151,46m
7.282053,46m
7.569709,46m
6.98619,46m
7.463105,46m
7.663078,46m
7.921712,46m
7.148943,46m
7.256182,46m
7.206351,46m
8.700797,46m
8.092038,46m
8.336166,46m
8.083833,46m
8.568317,46m
8.88058,46m
9.961815,46m
9.183372,46m
9.045856,46m
8.550651,46m
8.664824,46m
9.667222,46m
10.15612,46m
9.978851,46m
10.14223,46m
10.47216,46m
10.60338,46m
10.99261,46m
11.04812,46m
9.567552,46m
9.436966,46m
10.14729,46m
9.645139,46m
9.31522,46m
10.26777,46m
10.03058,46m
9.490591,46m
9.645779,46m
10.54976,46m
10.21352,46m
9.848264,46m
9.578281,46m
10.01797,46m
10.22046,46m
9.001057,46m
7.774092,46m
7.080178,46m
6.173047,46m
5.822931,46m
7.374777,46m
5.067188,46m
5.346651,46m
4.612983,46m
4.944811,46m
4.166356,46m
5.050152,46m
7.994259,46m
6.208367,46m
6.407717,46m
5.469032,46m
6.265145,46m
6.537663,46m
6.386265,46m
6.280285,46m
7.590523,46m
7.003851,46m
7.066302,46m
6.313722,46m
7.30791,46m
7.365954,46m
6.467644,46m
6.238649,46m
5.572489,46m
5.706859,46m
6.733852,46m
5.83555,46m
4.942283,46m
4.732224,46m
4.801609,46m
5.041327,46m
4.480515,46m
4.332901,46m
4.824949,46m
5.174432,46m
4.938505,46m
4.589016,46m
3.977738,46m
4.539806,46m
4.742308,46m
4.512683,46m
4.966259,46m
5.08549,46m
5.159299,46m
5.161811,46m
5.268425,46m
4.565675,46m
4.57766,46m
4.99591,46m
5.13911,46m
4.932821,46m
4.942288,46m
5.227421,46m
5.203448,46m
4.796563,46m
4.460329,46m
4.269813,46m
4.388412,46m
4.20294,46m
4.15816,46m
4.16888,46m
4.178345,46m
3.532405,46m
3.712782,46m
2.674427,46m
3.061131,46m
3.465489,46m
3.362664,46m
3.376547,46m
3.16711,46m
3.459816,46m
3.871762,46m
3.659159,46m
3.469905,46m
3.598594,46m
3.801735,46m
4.073008,46m
4.076783,46m
3.912133,46m
4.026947,46m
4.534761,46m
4.860277,46m
4.378321,46m
3.846521,46m
3.582201,46m
3.516591,46m
3.378436,46m
3.612482,46m
3.765777,46m
3.348788,46m
3.116638,46m
2.933702,46m
3.978368,46m
3.676825,46m
3.704587,46m
3.281291,46m
0.7939177,46m
0.5188744,46m
1.446829,46m
1.731967,46m
3.21315,46m
2.967765,46m
2.801227,46m
2.894588,46m
3.196122,46m
3.00057,46m
3.287597,46m
3.698276,46m
3.870495,46m
3.392315,46m
3.002461,46m
3.025172,46m
3.354465,46m
3.642133,46m
3.27372,46m
3.621945,46m
3.568952,46m
3.673045,46m
3.789747,46m
4.690582,46m
4.476099,46m
4.405441,46m
3.927902,46m
4.190332,46m
4.930931,46m
5.115135,46m
4.467897,46m
4.341732,46m
4.917686,46m
4.788993,46m
4.524674,46m
3.544351,46m
4.169508,46m
4.207993,46m
3.291384,46m
4.145534,46m
4.426893,46m
3.768931,46m
2.45111,46m
0.6841515,46m
2.716695,46m
3.408087,46m
1.528209,46m
1.785585,46m
2.122449,46m
0.9673966,46m
1.707996,46m
2.817627,46m
4.090654,46m
4.064158,46m
3.965752,46m
4.090653,46m
3.92033,46m
4.060379,46m
3.98909,46m
3.616894,46m
4.403551,46m
3.843368,46m
3.180357,46m
3.758834,46m
2.885754,46m
1.757198,46m
1.786848,46m
1.348422,46m
0.791395,46m
2.090279,46m
2.340721,46m
2.392446,46m
2.419572,46m
1.543346,46m
1.347791,46m
0.8311386,46m
1.788107,46m
1.76224,46m
1.984303,46m
2.114249,46m
2.298455,46m
2.59746,46m
2.03729,46m
2.024668,46m
2.292773,46m
2.432826,46m
2.408852,46m
2.167872,46m
1.607693,46m
0.4538978,46m
0.3699986,46m
0.3699986,46m
0.3699986,46m
0.3699986,46m
0.3914465,46m
0.3699986,46m
0.3895548,46m
1.547757,46m
2.068205,46m
1.518117,46m
1.312464,46m
0.8494344,46m
0.3901857,46m
1.065809,46m
0.3800918,46m
0.3699986,46m
0.5542049,46m
0.7585973,46m
1.453765,46m
1.924997,46m
1.455413,46m
1.903552,46m
2.30918,46m
1.963478,46m
2.497788,46m
2.205719,46m
1.956545,46m
2.215183,46m
1.938249,46m
1.860024,46m
1.889044,46m
1.853086,46m
1.111228,46m
1.311829,46m
1.691596,46m
2.454268,46m
3.426386,46m
3.859779,46m
4.255926,46m
3.991629,46m
3.010666,46m
2.41074,46m
2.714173,46m
2.613867,46m
2.623961,46m
2.562142,46m
2.652349,46m
2.817628,46m
3.206845,46m
3.48441,46m
3.710267,46m
3.783432,46m
3.637085,46m
3.879964,46m
3.664837,46m
3.799217,46m
3.812463,46m
3.723507,46m
3.646544,46m
3.943676,46m
3.48883,46m
3.696381,46m
3.551289,46m
3.5065,46m
3.891316,46m
3.965762,46m
3.699532,46m
3.580938,46m
4.000455,46m
3.718461,46m
3.507131,46m
3.528571,46m
2.572228,46m
1.707364,46m
0.9522581,46m
0.5094122,46m
0.6847852,46m
0.5718668,46m
1.397625,46m
2.386767,46m
3.272457,46m
4.404817,46m
4.710137,46m
4.816118,46m
5.197144,46m
5.149202,46m
4.843878,46m
6.133301,46m
5.468396,46m
6.055709,46m
6.019118,46m
5.898632,46m
5.986948,46m
5.694239,46m
5.746597,46m
6.214686,46m
6.082836,46m
6.123841,46m
6.870746,46m
6.526942,46m
6.683392,46m
6.987453,46m
6.839203,46m
6.371127,46m
6.560375,46m
6.283439,46m
6.259467,46m
6.504233,46m
6.354723,46m
6.399509,46m
5.84375,46m
6.375541,46m
5.933323,46m
5.751017,46m
5.779399,46m
6.287229,46m
5.856997,46m
5.664589,46m
6.068326,46m
5.866458,46m
5.563657,46m
5.633054,46m
4.810444,46m
5.231206,46m
4.756186,46m
4.349295,46m
4.025684,46m
4.618665,46m
4.367591,46m
4.383992,46m
4.351821,46m
4.011806,46m
3.927269,46m
3.720352,46m
3.782813,46m
3.341853,46m
3.517222,46m
3.749367,46m
3.773345,46m
4.149326,46m
4.286214,46m
4.902552,46m
4.766901,46m
4.718335,46m
4.868475,46m
4.971312,46m
4.804764,46m
4.561882,46m
4.177723,46m
3.597972,46m
3.854725,46m
3.339961,46m
3.482532,46m
4.522154,46m
4.672276,46m
4.259727,46m
4.560631,46m
5.014196,46m
5.435592,46m
5.933328,46m
6.692211,46m
6.421602,46m
5.643776,46m
5.253922,46m
4.925955,46m
4.905706,46m
5.125853,46m
5.65197,46m
5.795176,46m
5.588881,46m
5.130907,46m
5.559235,46m
5.397114,46m
4.845766,46m
4.728435,46m
4.59343,46m
5.161811,46m
4.874153,46m
5.776253,46m
5.417934,46m
5.340342,46m
4.980137,46m
4.443292,46m
4.766914,46m
4.75934,46m
4.811702,46m
4.876678,46m
4.346144,46m
4.079304,46m
4.495655,46m
4.50196,46m
5.17065,46m
4.839458,46m
4.963732,46m
5.484805,46m
5.897998,46m
5.241934,46m
5.20786,46m
4.754928,46m
5.207239,46m
4.845767,46m
4.665982,46m
4.513944,46m
5.621696,46m
5.025553,46m
4.787733,46m
4.607311,46m
3.854721,46m
4.034513,46m
4.310821,46m
3.745583,46m
4.41112,46m
3.970797,46m
5.245086,46m
4.339209,46m
4.985811,46m
5.976851,46m
4.859641,46m
5.034381,46m
5.551674,46m
4.765023,46m
5.401535,46m
4.729064,46m
4.225024,46m
5.036914,46m
4.934712,46m
5.188314,46m
5.706227,46m
4.383998,46m
4.60984,46m
4.061636,46m
4.841352,46m
5.079178,46m
4.426265,46m
5.012309,46m
4.927777,46m
5.88412,46m
5.625481,46m
6.541453,46m
6.980515,46m
6.809555,46m
6.794415,46m
6.358511,46m
5.677209,46m
6.036151,46m
5.79959,46m
6.615261,46m
6.393207,46m
5.559243,46m
6.120684,46m
6.457549,46m
6.098607,46m
7.085235,46m
