v,h
4.717073,20m
4.568827,20m
4.577033,20m
3.676199,20m
3.225778,20m
2.822043,20m
3.237761,20m
3.168372,20m
3.081316,20m
2.757068,20m
2.796811,20m
2.878185,20m
3.245958,20m
3.496406,20m
3.481896,20m
3.17973,20m
2.996787,20m
3.731714,20m
4.02506,20m
3.887525,20m
3.92664,20m
4.025682,20m
4.37201,20m
4.81612,20m
4.30262,20m
3.991612,20m
4.080566,20m
3.955027,20m
3.88374,20m
4.133554,20m
4.417427,20m
4.883617,20m
5.528335,20m
4.859643,20m
4.831258,20m
4.881723,20m
5.32268,20m
6.080313,20m
5.503728,20m
6.153485,20m
6.787477,20m
6.427905,20m
6.131406,20m
6.690328,20m
6.73827,20m
7.261864,20m
7.588633,20m
7.037918,20m
7.418936,20m
6.940139,20m
7.358624,20m
7.415787,20m
7.174177,20m
6.679603,20m
7.047376,20m
7.815101,20m
8.155749,20m
8.413138,20m
7.587368,20m
7.594308,20m
7.85926,20m
7.89837,20m
7.478237,20m
7.764631,20m
7.776623,20m
7.947577,20m
7.623329,20m
8.516587,20m
8.341217,20m
7.921072,20m
7.689563,20m
7.979745,20m
8.076267,20m
8.044094,20m
8.23461,20m
8.226407,20m
8.085728,20m
8.138087,20m
7.390548,20m
6.754045,20m
8.38664,20m
8.080681,20m
8.250378,20m
8.206216,20m
8.531102,20m
7.639727,20m
8.688169,20m
8.112226,20m
7.863033,20m
8.560111,20m
7.606296,20m
8.304624,20m
7.653613,20m
7.704076,20m
7.586743,20m
8.488197,20m
9.195359,20m
7.631529,20m
8.286958,20m
8.307773,20m
7.179849,20m
7.29404,20m
7.302239,20m
7.102895,20m
7.065043,20m
6.722506,20m
6.747103,20m
7.270061,20m
6.396356,20m
7.097846,20m
6.534516,20m
5.85826,20m
6.878947,20m
6.756567,20m
8.471798,20m
8.133045,20m
7.832765,20m
7.996152,20m
7.307285,20m
7.213289,20m
6.472688,20m
6.59192,20m
7.28394,20m
6.101129,20m
6.325708,20m
6.369862,20m
6.26262,20m
6.531356,20m
5.933324,20m
6.761612,20m
6.009028,20m
5.879077,20m
6.507385,20m
6.203323,20m
6.190079,20m
6.569206,20m
5.85006,20m
6.183765,20m
6.61526,20m
6.778642,20m
6.884624,20m
6.610211,20m
6.199542,20m
5.879075,20m
5.682884,20m
6.50423,20m
6.628505,20m
6.091665,20m
5.762369,20m
5.73398,20m
6.801356,20m
7.465617,20m
7.360267,20m
7.980378,20m
7.950095,20m
7.894588,20m
6.656268,20m
6.682127,20m
7.027828,20m
7.531224,20m
6.721238,20m
6.485939,20m
6.678973,20m
7.010788,20m
6.733856,20m
7.227796,20m
8.89572,20m
7.663074,20m
7.105417,20m
7.85863,20m
8.081941,20m
6.864439,20m
8.678702,20m
8.857236,20m
9.395966,20m
9.194733,20m
8.348145,20m
7.914774,20m
7.238521,20m
9.260334,20m
7.627747,20m
7.910356,20m
7.928023,20m
8.594815,20m
8.710256,20m
8.65096,20m
9.22879,20m
8.931037,20m
8.816229,20m
8.645903,20m
8.736747,20m
8.603003,20m
8.558859,20m
8.669246,20m
7.929222,20m
9.128494,20m
8.42196,20m
8.104651,20m
9.119665,20m
8.303362,20m
7.550789,20m
7.347025,20m
8.271186,20m
7.801853,20m
8.3431,20m
7.31485,20m
7.150835,20m
6.762244,20m
6.001458,20m
6.543973,20m
7.086489,20m
6.150335,20m
6.329491,20m
5.395856,20m
6.550282,20m
6.485938,20m
5.876552,20m
6.253795,20m
5.817884,20m
5.56303,20m
5.26212,20m
5.131536,20m
5.272211,20m
4.715813,20m
4.301356,20m
4.218086,20m
4.59974,20m
4.136073,20m
4.10264,20m
4.566938,20m
4.612361,20m
4.875417,20m
4.74168,20m
4.443295,20m
4.187807,20m
4.491239,20m
4.2736,20m
4.071733,20m
3.597972,20m
3.961335,20m
4.047127,20m
3.890048,20m
4.141123,20m
3.847782,20m
4.165725,20m
3.914653,20m
4.348041,20m
4.528457,20m
5.196511,20m
5.43055,20m
4.797194,20m
4.583338,20m
4.025677,20m
4.348036,20m
5.062147,20m
4.422478,20m
4.775116,20m
4.967521,20m
5.031864,20m
5.154247,20m
5.308169,20m
5.419194,20m
5.66207,20m
5.961086,20m
5.572486,20m
6.661936,20m
6.939505,20m
7.034764,20m
6.709252,20m
5.79139,20m
6.99817,20m
6.91301,20m
6.935724,20m
5.885384,20m
6.000194,20m
7.602511,20m
7.269432,20m
6.252532,20m
6.665091,20m
6.745841,20m
7.093431,20m
7.222751,20m
6.605168,20m
6.412135,20m
6.68402,20m
6.501079,20m
6.482152,20m
5.419195,20m
5.298079,20m
5.41983,20m
5.146681,20m
5.393963,20m
5.663326,20m
4.835043,20m
5.275368,20m
4.966889,20m
5.396487,20m
4.980133,20m
4.768806,20m
4.824951,20m
4.60037,20m
4.43888,20m
4.711399,20m
4.854601,20m
5.015463,20m
5.516346,20m
5.563023,20m
5.561133,20m
5.575643,20m
6.398251,20m
5.954777,20m
5.440644,20m
5.694871,20m
5.812204,20m
5.476601,20m
5.846902,20m
5.819776,20m
6.222884,20m
6.561011,20m
6.495404,20m
6.419068,20m
6.275239,20m
5.994517,20m
6.179984,20m
6.10744,20m
5.907463,20m
5.730827,20m
5.786345,20m
6.496031,20m
6.082206,20m
6.434839,20m
6.384375,20m
7.074505,20m
7.425886,20m
7.051795,20m
6.96537,20m
7.25619,20m
6.978617,20m
7.164619,20m
7.07261,20m
6.632292,20m
6.625352,20m
7.131909,20m
6.875793,20m
7.03602,20m
7.193102,20m
7.795546,20m
7.861783,20m
7.213284,20m
7.260602,20m
7.438502,20m
6.837945,20m
6.842991,20m
7.138223,20m
6.860023,20m
6.463863,20m
6.981773,20m
6.956541,20m
6.250006,20m
6.513695,20m
7.204457,20m
7.560248,20m
7.122446,20m
6.383108,20m
6.417811,20m
6.586241,20m
6.934462,20m
6.829111,20m
6.660052,20m
6.270824,20m
6.085359,20m
6.523154,20m
6.870749,20m
7.024041,20m
7.157777,20m
6.882103,20m
6.776122,20m
7.171649,20m
6.385633,20m
6.89661,20m
6.242435,20m
6.367969,20m
5.364317,20m
4.985185,20m
5.790758,20m
5.386393,20m
5.559245,20m
5.234365,20m
5.419827,20m
5.562395,20m
5.289877,20m
5.65324,20m
6.137085,20m
5.395225,20m
5.228684,20m
4.966255,20m
5.097468,20m
5.212914,20m
5.420457,20m
5.765528,20m
5.487954,20m
5.462095,20m
7.017105,20m
6.783693,20m
5.451369,20m
5.789497,20m
6.663199,20m
7.049898,20m
6.207738,20m
5.702442,20m
6.37491,20m
7.251138,20m
7.318008,20m
8.263619,20m
6.49288,20m
6.434211,20m
6.822171,20m
6.350938,20m
7.439757,20m
7.78608,20m
8.90392,20m
8.654099,20m
7.90657,20m
7.104783,20m
7.944417,20m
8.585979,20m
8.978357,20m
8.421959,20m
9.679206,20m
9.286196,20m
8.271194,20m
9.423093,20m
9.299446,20m
10.0432,20m
9.691822,20m
10.12583,20m
10.38449,20m
10.46649,20m
10.0104,20m
9.86089,20m
9.457151,20m
9.623056,20m
9.026296,20m
9.571336,20m
10.15107,20m
11.08785,20m
10.43746,20m
9.664702,20m
10.57057,20m
9.517084,20m
9.843849,20m
9.344239,20m
9.397225,20m
10.04699,20m
8.444054,20m
8.743051,20m
8.60112,20m
8.601116,20m
8.894446,20m
9.283678,20m
9.332239,20m
9.150571,20m
10.13845,20m
9.72652,20m
9.630004,20m
8.97963,20m
9.714537,20m
9.582686,20m
9.940373,20m
10.66583,20m
10.89545,20m
10.65259,20m
9.939109,20m
10.46775,20m
9.952995,20m
10.00913,20m
10.2173,20m
10.8841,20m
10.05141,20m
9.578276,20m
9.587111,20m
8.324812,20m
8.930316,20m
9.033871,20m
9.917031,20m
10.32959,20m
9.286199,20m
9.144897,20m
9.980744,20m
9.946681,20m
10.37754,20m
11.15157,20m
10.66647,20m
10.62735,20m
11.61144,20m
10.40151,20m
11.52565,20m
11.67074,20m
10.94844,20m
10.47973,20m
11.11498,20m
11.89847,20m
12.23849,20m
10.27913,20m
10.24506,20m
10.9068,20m
9.434443,20m
10.42611,20m
11.33703,20m
9.604146,20m
11.83035,20m
11.65371,20m
11.67579,20m
12.36467,20m
11.87197,20m
11.48655,20m
11.64614,20m
12.03536,20m
10.8986,20m
11.29098,20m
11.5307,20m
12.69395,20m
11.29225,20m
10.9926,20m
11.54079,20m
10.84435,20m
10.86833,20m
10.61411,20m
10.9926,20m
12.14071,20m
11.6676,20m
10.90239,20m
11.10931,20m
11.94768,20m
10.99765,20m
10.77686,20m
11.05947,20m
10.20532,20m
12.3123,20m
11.88017,20m
12.18235,20m
12.21894,20m
12.61573,20m
11.79628,20m
12.58229,20m
12.77659,20m
12.13693,20m
11.65561,20m
12.92169,20m
12.95449,20m
13.00685,20m
13.02767,20m
12.9854,20m
12.15775,20m
12.51796,20m
13.15004,20m
10.42927,20m
9.692457,20m
9.831871,20m
7.860522,20m
9.669746,20m
7.48391,20m
9.970649,20m
8.521633,20m
10.28544,20m
8.857861,20m
7.717951,20m
6.586236,20m
6.609584,20m
5.636839,20m
6.416545,20m
7.060627,20m
7.629626,20m
6.514326,20m
7.032238,20m
5.312587,20m
4.225652,20m
4.411753,20m
4.830624,20m
4.731586,20m
4.172036,20m
4.525306,20m
4.174556,20m
3.891941,20m
3.902032,20m
4.149952,20m
4.06164,20m
3.937362,20m
4.336051,20m
4.249629,20m
4.250895,20m
4.740419,20m
4.295048,20m
4.355605,20m
5.14289,20m
4.766283,20m
5.031233,20m
4.39409,20m
4.250257,20m
3.907081,20m
4.108949,20m
4.028203,20m
3.987195,20m
4.158789,20m
4.53855,20m
4.43383,20m
4.565677,20m
4.699415,20m
5.208495,20m
5.166863,20m
5.412887,20m
5.336557,20m
5.681624,20m
4.983923,20m
5.129012,20m
5.584478,20m
5.376296,20m
5.028709,20m
5.010418,20m
4.030096,20m
4.096333,20m
4.513319,20m
4.198527,20m
4.073627,20m
4.11652,20m
3.871756,20m
4.210166,20m
4.239535,20m
3.503344,20m
3.470539,20m
3.61248,20m
3.322924,20m
3.76262,20m
3.507765,20m
2.875667,20m
3.063651,20m
3.563906,20m
4.21493,20m
3.360143,20m
3.502083,20m
3.772712,20m
4.095072,20m
3.891313,20m
3.943043,20m
3.918439,20m
3.755053,20m
3.63014,20m
3.186668,20m
3.576523,20m
3.714674,20m
4.15185,20m
4.443925,20m
4.535396,20m
4.79593,20m
5.000328,20m
5.014204,20m
5.048264,20m
4.89434,20m
4.91011,20m
4.382101,20m
4.919577,20m
4.448343,20m
3.919698,20m
4.019372,20m
4.086249,20m
3.532362,20m
4.081194,20m
3.75631,20m
3.906453,20m
3.542453,20m
3.678091,20m
4.231337,20m
4.211777,20m
4.313974,20m
4.324694,20m
4.659041,20m
4.090027,20m
3.63393,20m
3.560118,20m
3.597969,20m
4.146801,20m
4.031991,20m
4.054069,20m
4.698154,20m
4.831264,20m
5.639986,20m
5.804634,20m
6.548391,20m
6.458811,20m
7.326205,20m
8.672398,20m
8.101497,20m
7.537531,20m
8.930412,20m
8.335537,20m
8.035898,20m
8.334281,20m
8.658519,20m
8.324816,20m
8.234602,20m
8.2611,20m
8.396728,20m
8.731075,20m
8.722236,20m
9.399122,20m
10.52515,20m
8.656635,20m
8.526685,20m
9.09695,20m
9.057843,20m
8.980249,20m
8.420697,20m
7.585472,20m
6.983032,20m
6.918058,20m
6.68717,20m
7.88764,20m
7.446061,20m
7.616393,20m
7.124337,20m
7.863672,20m
6.723762,20m
7.014573,20m
6.653737,20m
6.330752,20m
6.511803,20m
7.14074,20m
7.236629,20m
8.058604,20m
8.131141,20m
7.123711,20m
6.804509,20m
7.374782,20m
9.19158,20m
9.416782,20m
8.93799,20m
9.79844,20m
8.833893,20m
9.039548,20m
8.931674,20m
8.835785,20m
8.982139,20m
9.146783,20m
8.547489,20m
9.038283,20m
9.708222,20m
9.167599,20m
9.565664,20m
8.67366,20m
9.228165,20m
9.787072,20m
10.21163,20m
10.55796,20m
10.43621,20m
10.31382,20m
10.19586,20m
10.04572,20m
9.738503,20m
9.681732,20m
9.590885,20m
10.31382,20m
9.58522,20m
10.25579,20m
9.840069,20m
9.585844,20m
10.23371,20m
10.31761,20m
9.676056,20m
10.07411,20m
10.23939,20m
10.57048,20m
8.961953,20m
9.589626,20m
9.587111,20m
10.4873,20m
9.796545,20m
10.04635,20m
9.138588,20m
9.865298,20m
9.705073,20m
9.115864,20m
8.996651,20m
9.258442,20m
9.068563,20m
9.409209,20m
8.545599,20m
7.722366,20m
8.086349,20m
8.297052,20m
8.056083,20m
7.879446,20m
8.187291,20m
8.499548,20m
7.725521,20m
7.49527,20m
7.753911,20m
7.623328,20m
6.831633,20m
8.371496,20m
6.876431,20m
6.978619,20m
7.509145,20m
7.394967,20m
6.865065,20m
6.019753,20m
5.863937,20m
6.875796,20m
6.892191,20m
7.167238,20m
7.373515,20m
6.718717,20m
6.589395,20m
5.647557,20m
5.785711,20m
7.018363,20m
5.938373,20m
5.701808,20m
6.312462,20m
6.078419,20m
5.429289,20m
5.937742,20m
6.041198,20m
5.729568,20m
5.546624,20m
5.703073,20m
5.859519,20m
6.065168,20m
5.359901,20m
5.317001,20m
5.761744,20m
5.438119,20m
5.673422,20m
5.529595,20m
6.321292,20m
6.280283,20m
7.042961,20m
7.246727,20m
6.559746,20m
5.395222,20m
6.238023,20m
6.167364,20m
5.820414,20m
5.553568,20m
4.901281,20m
5.007893,20m
4.602263,20m
4.239531,20m
4.065425,20m
3.879327,20m
4.8874,20m
4.798455,20m
5.55293,20m
6.194491,20m
6.497296,20m
6.604532,20m
5.853211,20m
5.414153,20m
7.013315,20m
7.022144,20m
6.17241,20m
6.901654,20m
6.782433,20m
6.907328,20m
6.751517,20m
6.097976,20m
5.925126,20m
5.556716,20m
5.939005,20m
6.137718,20m
5.773725,20m
5.600249,20m
4.948594,20m
6.51243,20m
6.959063,20m
5.982532,20m
5.75922,20m
3.794163,20m
3.874276,20m
3.560118,20m
5.617908,20m
4.94733,20m
5.012938,20m
5.88349,20m
5.696764,20m
5.317634,20m
5.361792,20m
5.728299,20m
6.404559,20m
6.2437,20m
5.745338,20m
5.853211,20m
5.993257,20m
5.908093,20m
5.503727,20m
5.048896,20m
4.179605,20m
3.800471,20m
3.893835,20m
3.929162,20m
4.402288,20m
4.413643,20m
4.839456,20m
4.446447,20m
4.75934,20m
5.388286,20m
5.005377,20m
4.872892,20m
4.765646,20m
4.603516,20m
4.683639,20m
4.327851,20m
4.712034,20m
4.893715,20m
4.908226,20m
4.938647,20m
5.033764,20m
5.265905,20m
4.80791,20m
4.810447,20m
5.137228,20m
4.676698,20m
4.611094,20m
4.736629,20m
4.999054,20m
3.835803,20m
3.761986,20m
4.620546,20m
4.052801,20m
3.438361,20m
3.4617,20m
3.225777,20m
4.370739,20m
4.243954,20m
4.628767,20m
5.065308,20m
4.676054,20m
4.444539,20m
4.326592,20m
4.114623,20m
4.588361,20m
4.789628,20m
4.97258,20m
4.732844,20m
4.657763,20m
4.132303,20m
4.144908,20m
4.305768,20m
4.608575,20m
4.739148,20m
4.124726,20m
3.539938,20m
3.329853,20m
3.74054,20m
3.233979,20m
2.675062,20m
3.087621,20m
2.736244,20m
3.219461,20m
3.258585,20m
2.415154,20m
2.473817,20m
1.937614,20m
2.176704,20m
1.654374,20m
1.885884,20m
2.220859,20m
2.309812,20m
2.640362,20m
2.03161,20m
1.699795,20m
2.037917,20m
2.281422,20m
2.369107,20m
2.458683,20m
2.545108,20m
2.651091,20m
2.206983,20m
2.97597,20m
3.548133,20m
4.082456,20m
4.125983,20m
5.387652,20m
4.390936,20m
3.551289,20m
3.397993,20m
3.420073,20m
3.439629,20m
3.770188,20m
4.419957,20m
4.530346,20m
4.278017,20m
4.561262,20m
4.4332,20m
4.136074,20m
3.683764,20m
4.167616,20m
4.905066,20m
5.277887,20m
5.631157,20m
6.390679,20m
6.477739,20m
5.588891,20m
5.19462,20m
5.489856,20m
4.56315,20m
4.003602,20m
4.415535,20m
4.71014,20m
5.017353,20m
4.367596,20m
3.46991,20m
3.53552,20m
3.180988,20m
4.337948,20m
4.542332,20m
3.680609,20m
3.83832,20m
4.477359,20m
4.317127,20m
4.320909,20m
5.012941,20m
5.289874,20m
5.770573,20m
5.786339,20m
5.929544,20m
5.90431,20m
5.810944,20m
5.327093,20m
5.640618,20m
6.118162,20m
5.410364,20m
4.852074,20m
5.163706,20m
4.693104,20m
5.124596,20m
5.53842,20m
5.531486,20m
6.0248,20m
6.630401,20m
6.362297,20m
5.367468,20m
6.661944,20m
6.922478,20m
7.309175,20m
7.205716,20m
6.027954,20m
6.262628,20m
5.661436,20m
5.834291,20m
7.336298,20m
7.755172,20m
7.563404,20m
6.932572,20m
7.152098,20m
7.186793,20m
7.138219,20m
7.513567,20m
7.787973,20m
6.762665,20m
6.974833,20m
8.286963,20m
8.339328,20m
8.762609,20m
8.914007,20m
8.351313,20m
7.213923,20m
5.837438,20m
6.029216,20m
5.952885,20m
5.737136,20m
5.806527,20m
5.756063,20m
6.474581,20m
6.1005,20m
6.340216,20m
5.908091,20m
6.104915,20m
6.37554,20m
6.471429,20m
6.692219,20m
7.142633,20m
6.813343,20m
6.41213,20m
6.007134,20m
6.143394,20m
6.274608,20m
6.604533,20m
6.820282,20m
7.297818,20m
6.871378,20m
7.204455,20m
7.07766,20m
6.589395,20m
6.643017,20m
6.292272,20m
6.169261,20m
6.503603,20m
6.379958,20m
6.540187,20m
6.588765,20m
6.511169,20m
7.318638,20m
7.292137,20m
7.309806,20m
6.807031,20m
6.649324,20m
7.121815,20m
7.303496,20m
7.330622,20m
7.583587,20m
7.828347,20m
7.96335,20m
8.592918,20m
8.729806,20m
7.762108,20m
7.752651,20m
8.597332,20m
8.695743,20m
9.015573,20m
9.26412,20m
8.126742,20m
8.522891,20m
7.738774,20m
8.128623,20m
8.465486,20m
8.717193,20m
8.168362,20m
9.052164,20m
8.9487,20m
8.879947,20m
8.850925,20m
9.554306,20m
10.07915,20m
8.864796,20m
8.603638,20m
7.208241,20m
8.237126,20m
8.741156,20m
9.392181,20m
9.271692,20m
8.572725,20m
8.903914,20m
10.11701,20m
8.582826,20m
7.96966,20m
8.824423,20m
8.034001,20m
8.867334,20m
7.995515,20m
7.521765,20m
8.454763,20m
9.706338,20m
8.201173,20m
9.303864,20m
8.200544,20m
7.670647,20m
7.546368,20m
7.107313,20m
7.594306,20m
7.136958,20m
8.33112,20m
7.808158,20m
8.401144,20m
6.966635,20m
7.188688,20m
7.594944,20m
7.800589,20m
7.052425,20m
7.261862,20m
8.782798,20m
7.928653,20m
8.243439,20m
8.384745,20m
8.35257,20m
8.454126,20m
8.037783,20m
7.791127,20m
8.428901,20m
8.613738,20m
8.650952,20m
8.524785,20m
9.136056,20m
8.943658,20m
9.760585,20m
9.379559,20m
9.837546,20m
9.8142,20m
9.249621,20m
8.611215,20m
9.186528,20m
8.061125,20m
8.780271,20m
8.830108,20m
8.251644,20m
9.74292,20m
9.916406,20m
9.516452,20m
9.395964,20m
10.08358,20m
10.01797,20m
9.726521,20m
9.662806,20m
9.582706,20m
9.838178,20m
9.189054,20m
8.948703,20m
9.35622,20m
9.542945,20m
10.77496,20m
10.50371,20m
9.4622,20m
9.788964,20m
9.850797,20m
10.26525,20m
8.68186,20m
7.695247,20m
6.582463,20m
7.622069,20m
7.364694,20m
7.912874,20m
7.868718,20m
8.07374,20m
7.842227,20m
6.968519,20m
6.960954,20m
7.074503,20m
6.831633,20m
7.15778,20m
7.531227,20m
7.611348,20m
7.680724,20m
6.444936,20m
6.681496,20m
6.685912,20m
5.998301,20m
6.129517,20m
6.955275,20m
6.703574,20m
6.829741,20m
6.98556,20m
6.545235,20m
6.14907,20m
6.574886,20m
6.596965,20m
6.027955,20m
6.160427,20m
5.339079,20m
5.362417,20m
5.687299,20m
6.181879,20m
7.096581,20m
7.232848,20m
6.771703,20m
6.326971,20m
6.786845,20m
5.529595,20m
4.959321,20m
4.953011,20m
4.98329,20m
5.154872,20m
4.93787,20m
5.409102,20m
5.437489,20m
6.609581,20m
6.305517,20m
6.612735,20m
6.067063,20m
6.371755,20m
6.894719,20m
6.189449,20m
5.854475,20m
5.918817,20m
6.555959,20m
6.059494,20m
7.065671,20m
7.290878,20m
7.323679,20m
7.011423,20m
6.887147,20m
7.721108,20m
8.724133,20m
9.860253,20m
9.296926,20m
9.896214,20m
9.452107,20m
9.855205,20m
9.936588,20m
10.17126,20m
9.980751,20m
9.66155,20m
8.972047,20m
8.987816,20m
9.701917,20m
9.674158,20m
10.27219,20m
10.13467,20m
9.213655,20m
10.35104,20m
9.037018,20m
9.545471,20m
9.950467,20m
10.3132,20m
10.6551,20m
10.12205,20m
9.209239,20m
9.25655,20m
9.788974,20m
8.897605,20m
8.478736,20m
8.583449,20m
8.395463,20m
8.341846,20m
9.106418,20m
8.773972,20m
8.804879,20m
7.543846,20m
7.582958,20m
7.249877,20m
7.620177,20m
7.857365,20m
8.748731,20m
7.91541,20m
7.844121,20m
7.64478,20m
8.497034,20m
9.23511,20m
8.69511,20m
10.17505,20m
9.409849,20m
9.19977,20m
9.054685,20m
8.547498,20m
8.756928,20m
8.372125,20m
8.897608,20m
9.394706,20m
9.346133,20m
10.40529,20m
10.04636,20m
10.18576,20m
9.52907,20m
8.841461,20m
9.450217,20m
8.928525,20m
8.519107,20m
9.465352,20m
9.6442,20m
10.0003,20m
9.623069,20m
10.75099,20m
10.5548,20m
9.273579,20m
10.68475,20m
10.38322,20m
9.663444,20m
8.802982,20m
9.311441,20m
9.131639,20m
9.483652,20m
9.226274,20m
8.540559,20m
9.068563,20m
9.592152,20m
10.32707,20m
10.90933,20m
11.07902,20m
10.51506,20m
10.68349,20m
10.1662,20m
10.6223,20m
9.939115,20m
8.804246,20m
9.53727,20m
9.099472,20m
9.665963,20m
9.190939,20m
8.527309,20m
8.438357,20m
9.325944,20m
8.391052,20m
9.447063,20m
9.00548,20m
9.16256,20m
8.165839,20m
9.223125,20m
8.174674,20m
8.177831,20m
8.491979,20m
9.273585,20m
8.408084,20m
10.01355,20m
9.341078,20m
9.16382,20m
9.844491,20m
9.03513,20m
9.517081,20m
8.141866,20m
7.377301,20m
8.32607,20m
8.359506,20m
9.21113,20m
8.933574,20m
8.919059,20m
9.303868,20m
9.477341,20m
9.001689,20m
9.45337,20m
11.00206,20m
9.889279,20m
9.740398,20m
9.71706,20m
8.817489,20m
8.978357,20m
8.712145,20m
8.237759,20m
8.631399,20m
9.251504,20m
9.287461,20m
10.24569,20m
10.49424,20m
9.652082,20m
10.14918,20m
10.0085,20m
9.923969,20m
8.780272,20m
9.608554,20m
9.609811,20m
9.139846,20m
8.881209,20m
8.367712,20m
8.210632,20m
8.754403,20m
8.562003,20m
8.630131,20m
8.928516,20m
10.07411,20m
8.378429,20m
8.487566,20m
7.897105,20m
7.59936,20m
7.904048,20m
7.306022,20m
8.275599,20m
8.005609,20m
8.736751,20m
8.267409,20m
8.395468,20m
8.348157,20m
8.088878,20m
8.027685,20m
7.834656,20m
8.463592,20m
7.99678,20m
7.407586,20m
7.917934,20m
7.902794,20m
7.379192,20m
7.280157,20m
8.063641,20m
8.374013,20m
9.873506,20m
10.74152,20m
9.834394,20m
10.97809,20m
12.23092,20m
9.829981,20m
9.997142,20m
10.10313,20m
9.375782,20m
8.683125,20m
8.658523,20m
8.136195,20m
9.137322,20m
7.999939,20m
8.668615,20m
7.977848,20m
8.547502,20m
7.444172,20m
7.945055,20m
7.876918,20m
7.809419,20m
7.902791,20m
7.950092,20m
8.437726,20m
8.175936,20m
8.844623,20m
8.55822,20m
8.806773,20m
9.264752,20m
9.755533,20m
9.348128,20m
10.07789,20m
9.905041,20m
9.197254,20m
10.19586,20m
9.526547,20m
10.16053,20m
9.154991,20m
8.821286,20m
8.879313,20m
8.707097,20m
9.135423,20m
8.596072,20m
7.949466,20m
8.921578,20m
8.36266,20m
8.251642,20m
8.028322,20m
8.997278,20m
8.645278,20m
7.78167,20m
8.261724,20m
8.87174,20m
7.996778,20m
7.979111,20m
7.942533,20m
8.409338,20m
7.791131,20m
7.227171,20m
8.029586,20m
7.019624,20m
6.411499,20m
7.300337,20m
7.104785,20m
8.01381,20m
7.710379,20m
7.761476,20m
7.466254,20m
7.670646,20m
7.188058,20m
6.719976,20m
6.586873,20m
7.015841,20m
7.203829,20m
7.011423,20m
6.956539,20m
7.13759,20m
6.760981,20m
6.711144,20m
6.615891,20m
6.624089,20m
6.837312,20m
6.467644,20m
6.860019,20m
6.84173,20m
7.381083,20m
7.15525,20m
7.543208,20m
7.490221,20m
8.367712,20m
7.639098,20m
7.844745,20m
7.986054,20m
6.993128,20m
7.693348,20m
7.673164,20m
8.589766,20m
8.756927,20m
8.476211,20m
8.056707,20m
7.925497,20m
8.394827,20m
8.262991,20m
8.073113,20m
8.244701,20m
7.727416,20m
7.4038,20m
7.805634,20m
8.35509,20m
8.527936,20m
8.407463,20m
7.982274,20m
8.326071,20m
7.627745,20m
8.519113,20m
8.531729,20m
7.265648,20m
7.176698,20m
7.803751,20m
7.727414,20m
8.004349,20m
8.717188,20m
9.848906,20m
9.238251,20m
8.73233,20m
8.973309,20m
7.999305,20m
7.769057,20m
8.816229,20m
8.96826,20m
9.245829,20m
8.435845,20m
8.470537,20m
8.76135,20m
7.81762,20m
8.582188,20m
9.272323,20m
10.62861,20m
10.86644,20m
11.97039,20m
10.45197,20m
9.717687,20m
9.646399,20m
9.090004,20m
9.550513,20m
8.792893,20m
9.860261,20m
9.563771,20m
9.801582,20m
9.153719,20m
9.805376,20m
9.478606,20m
9.862785,20m
9.982004,20m
9.502573,20m
9.328461,20m
6.737015,20m
5.296185,20m
5.45326,20m
5.648824,20m
4.856488,20m
5.838701,20m
4.178973,20m
4.407334,20m
5.465879,20m
5.225532,20m
4.834412,20m
5.288612,20m
4.923991,20m
5.873398,20m
4.786468,20m
4.355606,20m
4.648317,20m
4.610467,20m
4.244394,20m
4.284321,20m
4.219976,20m
5.113872,20m
4.672287,20m
4.570724,20m
4.276752,20m
4.291893,20m
4.390933,20m
4.518363,20m
3.733603,20m
4.190955,20m
3.549399,20m
3.34311,20m
3.382852,20m
3.467385,20m
3.374652,20m
3.768296,20m
4.778269,20m
4.13229,20m
4.853968,20m
3.944932,20m
3.928531,20m
4.170142,20m
3.887526,20m
3.423859,20m
3.709632,20m
4.609208,20m
6.196383,20m
5.889167,20m
5.20787,20m
4.169506,20m
4.45402,20m
3.731711,20m
3.283816,20m
3.947458,20m
3.732971,20m
4.047129,20m
3.603019,20m
4.645792,20m
4.084978,20m
3.703953,20m
3.849042,20m
4.180867,20m
4.182757,20m
4.014322,20m
4.018113,20m
4.225024,20m
4.161942,20m
4.358763,20m
4.442664,20m
3.916545,20m
3.960704,20m
3.771454,20m
3.748738,20m
3.904557,20m
3.845259,20m
3.685027,20m
3.049772,20m
3.481265,20m
4.045866,20m
4.144275,20m
5.029974,20m
5.643143,20m
5.561769,20m
5.737769,20m
5.599614,20m
5.770571,20m
4.746727,20m
5.766781,20m
5.184527,20m
4.385891,20m
4.168248,20m
5.18011,20m
4.385258,20m
4.647052,20m
5.641257,20m
5.007258,20m
5.440017,20m
5.715056,20m
6.375539,20m
4.975723,20m
4.659045,20m
5.240671,20m
4.806654,20m
4.852079,20m
4.47862,20m
6.537036,20m
6.363554,20m
6.180614,20m
5.834918,20m
6.60264,20m
4.797195,20m
5.567442,20m
4.827477,20m
4.77322,20m
4.969413,20m
4.906329,20m
4.655256,20m
4.397243,20m
4.797195,20m
4.730953,20m
4.428155,20m
4.628762,20m
5.485434,20m
5.443798,20m
5.447582,20m
5.03628,20m
4.777005,20m
4.773852,20m
4.959319,20m
4.741049,20m
4.523412,20m
4.516473,20m
3.734859,20m
